Press_Altitude(m),Pressure(hPa),BME_Temp(C),Humidity(%),Gas(KOhms),TMP117_Temp(C),Battery_Voltage,TimeSinceStart
25323.64,11.84,-26.24,30.33,59.06,-26.7266,1.54,10238197
25332.83,11.8,-26.23,30.19,58.82,-26.7109,1.54,10243194
25342.03,11.78,-26.21,30.32,59.02,-26.7031,1.54,10248196
25354.33,11.74,-26.2,30.21,58.37,-26.7031,1.54,10253199
25363.57,11.71,-26.19,30.16,58.82,-26.6875,1.54,10258198
25372.83,11.67,-26.18,30.34,58.65,-26.6875,1.54,10263199
25382.12,11.66,-26.17,30.36,58.86,-26.6641,1.54,10268207
25394.53,11.62,-26.15,30.24,58.82,-26.6641,1.53,10273202
25410.08,11.57,-26.14,30.14,58.45,-26.6562,1.53,10278203
25416.33,11.54,-26.13,30.48,58.29,-26.625,1.54,10283204
25428.83,11.5,-26.11,30.17,58.17,-26.625,1.54,10288205
25438.23,11.47,-26.1,30.46,58.17,-26.6094,1.53,10293207
25450.8,11.43,-26.08,30.38,57.96,-26.5937,1.53,10298216
25463.4,11.4,-26.06,30.45,58.33,-26.5781,1.53,10303209
25476.03,11.36,-26.04,30.44,58.08,-26.5625,1.53,10308210
25491.88,11.31,-26.03,30.33,58,-26.5547,1.54,10313211
25504.6,11.27,-26.01,30.34,57.84,-26.5391,1.54,10318213
25520.55,11.22,-25.99,30.15,57.81,-26.5312,1.54,10323214
25530.15,11.18,-25.98,30.37,57.77,-26.5156,1.54,10328221
25542.98,11.15,-25.96,30.32,57.57,-26.5078,1.54,10333216
25555.85,11.11,-25.95,30.12,57.53,-26.5078,1.54,10338220
25565.52,11.07,-25.93,30.13,57.45,-26.4922,1.53,10343219
25571.99,11.04,-25.92,30.32,57.45,-26.4766,1.53,10348220
25581.7,11.01,-25.9,30.38,57.41,-26.4687,1.53,10353221
25591.43,10.99,-25.89,30.12,57.25,-26.4531,1.53,10358226
25601.18,10.95,-25.87,30.15,57.14,-26.4453,1.53,10363224
25610.96,10.92,-25.86,30.16,57.14,-26.4297,1.53,10368225
25620.76,10.89,-25.84,30.37,57.14,-26.4219,1.53,10373226
25630.58,10.87,-25.82,30.07,56.87,-26.4141,1.53,10378227
25637.13,10.84,-25.81,30.4,56.71,-26.3906,1.53,10383230
25646.99,10.82,-25.79,30.08,56.75,-26.3906,1.53,10388234
25656.87,10.79,-25.78,30.28,56.71,-26.3672,1.53,10393231
25673.38,10.75,-25.76,30.19,56.71,-26.3672,1.53,10398232
25683.32,10.71,-25.75,30.24,56.79,-26.3516,1.53,10403233
25696.6,10.67,-25.73,30.04,56.71,-26.3516,1.53,10408235
25703.26,10.64,-25.72,30.23,56.64,-26.3359,1.53,10413236
25709.93,10.63,-25.7,30.36,56.6,-26.3203,1.53,10418241
25723.3,10.6,-25.69,30.13,56.33,-26.3125,1.53,10423240
25733.34,10.57,-25.67,30.34,56.52,-26.3047,1.53,10428239
25746.79,10.53,-25.65,29.98,56.48,-26.2969,1.53,10433241
25756.89,10.49,-25.64,30.25,56.37,-26.2812,1.53,10438242
25767.02,10.46,-25.62,29.99,56.45,-26.2734,1.53,10443243
25777.17,10.43,-25.61,30.05,56.18,-26.2578,1.53,10448250
25787.35,10.4,-25.59,30.07,56.33,-26.25,1.53,10453245
25797.55,10.37,-25.57,30.16,56,-26.2344,1.53,10458247
25804.37,10.34,-25.56,30.06,56.37,-26.2344,1.53,10463248
25814.6,10.32,-25.54,30.22,56.48,-26.2187,1.53,10468251
25824.87,10.29,-25.52,30.2,56.14,-26.2031,1.53,10473250
25831.73,10.26,-25.51,30.31,55.85,-26.1953,1.53,10478258
25838.6,10.24,-25.49,30.28,55.81,-26.1797,1.53,10483253
25852.36,10.21,-25.47,30.01,55.77,-26.1719,1.52,10488254
25859.26,10.18,-25.45,30,55.51,-26.1641,1.52,10493255
25869.63,10.15,-25.43,30,55.51,-26.1484,1.52,10498256
25880.03,10.13,-25.42,29.96,55.48,-26.1484,1.52,10503258
25886.97,10.11,-25.4,30.29,55.62,-26.1328,1.52,10508267
25897.41,10.07,-25.38,29.97,55.48,-26.125,1.52,10513260
25907.87,10.05,-25.37,30.07,55.51,-26.1172,1.52,10518261
25918.36,10.01,-25.35,29.95,55.48,-26.1016,1.52,10523262
25928.88,9.99,-25.33,30.09,55.33,-26.0859,1.52,10528264
25935.9,9.97,-25.32,29.99,55.19,-26.0859,1.52,10533265
25939.41,9.95,-25.3,30.27,55.04,-26.0625,1.52,10538270
25949.98,9.93,-25.28,30.15,55.19,-26.0547,1.52,10543267
25957.04,9.91,-25.26,30.12,55.19,-26.0391,1.52,10548269
25967.65,9.88,-25.24,30.02,54.9,-26.0312,1.52,10553272
25978.28,9.85,-25.23,30.11,55.22,-26.0156,1.52,10558271
25985.38,9.83,-25.21,30.06,54.76,-26.0078,1.52,10563272
25992.5,9.8,-25.19,30.04,55.04,-26,1.52,10568278
25999.63,9.79,-25.18,30.19,54.86,-25.9844,1.52,10573275
26010.34,9.76,-25.16,29.9,54.76,-25.9766,1.52,10578276
26017.5,9.73,-25.14,29.94,54.72,-25.9609,1.51,10583277
26024.66,9.71,-25.13,30.01,54.58,-25.9609,1.51,10588278
26035.44,9.69,-25.11,29.97,54.65,-25.9531,1.51,10593280
26035.44,9.67,-25.1,30.23,54.4,-25.9375,1.51,10598289
26042.64,9.66,-25.09,30.22,54.4,-25.9297,1.51,10603282
26053.46,9.64,-25.07,30.09,54.61,-25.9141,1.51,10608283
26064.31,9.61,-25.05,30.03,54.29,-25.9141,1.51,10613284
26071.56,9.59,-25.04,30.07,54.26,-25.8906,1.51,10618286
26078.82,9.56,-25.02,29.9,54.33,-25.8828,1.51,10623287
26082.45,9.55,-25.01,30.2,54.33,-25.8594,1.51,10628294
26089.73,9.54,-24.99,30.12,54.26,-25.8594,1.51,10633289
26097.02,9.52,-24.98,30.17,54.15,-25.8516,1.51,10638295
26104.33,9.49,-24.96,30.02,54.33,-25.8359,1.51,10643292
26111.64,9.47,-24.94,30.17,53.88,-25.8203,1.51,10648293
26115.3,9.46,-24.93,30.05,53.81,-25.8125,1.51,10653294
26126.31,9.44,-24.91,30.1,53.74,-25.8047,1.51,10658299
26133.66,9.42,-24.89,30.01,53.95,-25.7891,1.51,10663297
26144.72,9.39,-24.88,29.89,53.53,-25.7812,1.51,10668298
26148.41,9.36,-24.86,29.98,53.74,-25.7734,1.51,10673299
26159.5,9.35,-24.85,29.94,53.6,-25.7656,1.51,10678300
26166.91,9.32,-24.83,29.8,53.74,-25.7422,1.51,10683303
26174.33,9.3,-24.82,29.91,53.71,-25.7422,1.51,10688307
26185.5,9.28,-24.81,30.02,53.43,-25.7344,1.51,10693304
26178.05,9.27,-24.79,30.09,53.43,-25.7266,1.55,10698305
26133.66,9.35,-24.78,29.77,53.84,-25.7187,1.65,10703306
26053.46,9.52,-24.76,30.17,54.37,-25.7031,1.64,10708307
25957.04,9.78,-24.75,29.87,54.4,-25.6953,1.64,10713309
25842.03,10.08,-24.74,29.73,54.37,-25.6953,1.63,10718316
25719.95,10.42,-24.72,29.8,54.97,-25.6797,1.62,10723311
25597.93,10.79,-24.71,29.96,55.4,-25.6719,1.61,10728314
25466.55,11.19,-24.7,30.01,55.62,-25.6562,1.6,10733314
25345.1,11.59,-24.68,29.9,56,-25.6484,1.59,10738315
25223.87,11.98,-24.67,30.17,56.29,-25.6406,1.59,10743316
25105.83,12.38,-24.66,30,56.94,-25.6406,1.57,10748321
24990.8,12.78,-24.65,29.78,57.33,-25.6406,1.57,10753318
24873.07,13.2,-24.64,29.97,57.77,-25.6328,1.57,10758320
24755.59,13.61,-24.64,29.96,57.96,-25.6328,1.56,10763321
24641.04,14.05,-24.63,29.97,58.41,-25.6406,1.55,10768324
24526.69,14.48,-24.63,30.12,58.86,-25.6406,1.53,10773323
24412.58,14.93,-24.63,30.16,59.69,-25.6406,1.55,10778331
24303.63,15.37,-24.64,30.1,60.08,-25.6562,1.5,10783326
24194.75,15.83,-24.64,29.85,60.64,-25.6562,1.53,10788327
24081.31,16.29,-24.65,29.81,61.13,-25.6719,1.5,10793328
23972.79,16.76,-24.67,30.04,61.85,-25.6953,1.5,10798329
23857.75,17.25,-24.68,30.1,62.21,-25.7031,1.55,10803331
23745.41,17.76,-24.7,29.74,63.34,-25.7266,1.57,10808338
23637.74,18.27,-24.73,29.69,63.58,-25.7578,1.53,10813335
23532.4,18.77,-24.76,29.73,64.01,-25.7812,1.53,10818334
23427.25,19.27,-24.79,30.06,64.7,-25.8125,1.52,10823335
23320.3,19.79,-24.83,30.05,65.25,-25.8359,1.5,10828337
23215.63,20.32,-24.87,29.66,65.97,-25.875,1.5,10833338
23111.2,20.85,-24.91,29.63,66.49,-25.9141,1.52,10838345
23010.79,21.39,-24.95,29.77,66.44,-25.9453,1.48,10843340
22910.51,21.93,-25,29.75,67.24,-25.9922,1.48,10848342
22806.79,22.48,-25.05,29.88,68.27,-26.0312,1.49,10853345
22708.68,23.04,-25.11,29.7,68.5,-26.0703,1.49,10858344
22608.97,23.6,-25.17,29.55,69.34,-26.1172,1.5,10863345
22512.86,24.17,-25.23,29.46,70.1,-26.1641,1.44,10868353
22416.85,24.74,-25.29,29.7,70.45,-26.2187,1.51,10873348
22322.6,25.31,-25.36,29.26,71.1,-26.2734,1.46,10878349
22230.04,25.87,-25.42,29.3,71.29,-26.3359,1.5,10883350
22135.94,26.45,-25.49,29.32,72.51,-26.3906,1.5,10888351
22041.94,27.05,-25.57,29.38,72.7,-26.4375,1.47,10893352
21952.67,27.64,-25.64,29.38,73.53,-26.5,1.5,10898362
21861.87,28.23,-25.72,29.41,73.79,-26.5625,1.5,10903355
21771.14,28.84,-25.8,28.96,74.97,-26.625,1.49,10908356
21676.14,29.47,-25.88,29.12,75.71,-26.6875,1.45,10913357
21584.23,30.11,-25.97,28.97,75.78,-26.75,1.51,10918359
21496.67,30.75,-26.05,28.8,76.82,-26.8125,1.55,10923360
21405,31.38,-26.14,29.11,77.89,-26.8828,1.48,10928365
21316.23,32.04,-26.23,28.87,78.18,-26.9453,1.5,10933362
21227.55,32.7,-26.32,28.66,78.47,-27.0234,1.41,10938365
21137.68,33.37,-26.41,28.83,79.89,-27.0859,1.44,10943365
21049.26,34.04,-26.51,28.79,79.89,-27.1562,1.48,10948366
20960.99,34.73,-26.6,28.79,80.65,-27.2266,1.51,10953367
20874.1,35.42,-26.69,28.66,82.23,-27.2969,1.59,10958372
20787.34,36.13,-26.79,28.35,83.46,-27.375,1.47,10963369
20703.13,36.82,-26.89,28.51,82.07,-27.4375,1.54,10968371
20620.17,37.51,-26.99,28.28,82.31,-27.5156,1.5,10973372
20536.08,38.21,-27.08,28.2,83.13,-27.5937,1.46,10978373
20453.24,38.92,-27.19,28.22,84.04,-27.6719,1.64,10983376
20371.6,39.63,-27.29,28.32,84.8,-27.7422,1.55,10988380
20287.75,40.36,-27.39,28.38,84.38,-27.8125,1.51,10993377
20205.13,41.09,-27.49,28.36,85.84,-27.8906,1.34,10998378
20122.61,41.84,-27.59,28.23,86.02,-27.9687,1.47,11003379
20040.18,42.59,-27.7,27.85,86.02,-28.0469,1.36,11008380
19956.81,43.36,-27.8,27.9,87.18,-28.1172,1.4,11013382
19872.54,44.16,-27.9,28.09,88,-28.1875,1.53,11018387
19789.49,44.96,-28,27.79,88.84,-28.2734,1.53,11023386
19707.62,45.76,-28.11,27.85,89.79,-28.3594,1.42,11028385
19625.89,46.56,-28.22,27.98,91.05,-28.4297,1.51,11033387
19543.31,47.38,-28.33,27.67,91.65,-28.5156,1.46,11038388
19461.89,48.21,-28.44,27.79,91.95,-28.6016,1.6,11043389
19381.59,49.04,-28.55,27.76,93.17,-28.6797,1.49,11048394
19302.38,49.87,-28.66,27.79,94.11,-28.7656,1.43,11053391
19223.28,50.71,-28.77,27.53,94.75,-28.8437,1.5,11058393
19142.46,51.57,-28.88,27.37,93.48,-28.9375,1.5,11063394
19060.91,52.44,-29,27.51,95.28,-29.0234,1.4,11068397
18979.56,53.35,-29.11,27.29,93.92,-29.1094,1.5,11073396
18901.08,54.24,-29.23,27.3,95.15,-29.2031,1.47,11078402
18823.62,55.11,-29.35,27.42,96.13,-29.2891,1.5,11083399
18748.88,55.98,-29.47,27.14,95.09,-29.3906,1.47,11088400
18671.64,56.86,-29.59,27.36,96.68,-29.4766,1.55,11093401
18595.37,57.76,-29.71,27.44,95.69,-29.5625,1.55,11098402
18518.4,58.67,-29.83,27.12,97.12,-29.6484,1.55,11103404
18443.2,59.6,-29.95,27.06,98.32,-29.7422,1.56,11108409
18368.12,60.5,-30.07,27.12,99.07,-29.8437,1.55,11113404
18294.75,61.41,-30.19,26.97,99.48,-29.9453,1.5,11118405
18220.67,62.34,-30.32,26.94,99.13,-30.0234,1.57,11123406
18147.47,63.26,-30.44,27.02,100.31,-30.1172,1.35,11128408
18075.13,64.2,-30.56,27.05,100.37,-30.2109,1.38,11133411
18004.39,65.12,-30.67,27.08,101.71,-30.2891,1.5,11138416
17933.7,66.05,-30.79,26.67,102.45,-30.3984,1.48,11143411
17864.55,66.97,-30.92,26.58,103.08,-30.4844,1.43,11148412
17795.42,67.9,-31.04,26.94,103.4,-30.5859,1.73,11153418
17725.59,68.83,-31.16,26.54,104.68,-30.6719,1.53,11158417
17657.25,69.78,-31.28,26.69,105.74,-30.7656,1.42,11163416
17588.93,70.73,-31.41,26.76,105.67,-30.8594,1.5,11168423
17519.94,71.69,-31.53,26.76,106.54,-30.9531,1.53,11173419
17451.68,72.67,-31.66,26.69,106.95,-31.0469,1.54,11178420
17385.55,73.62,-31.78,26.34,107.22,-31.1484,1.64,11183423
17318.73,74.59,-31.9,26.39,108.82,-31.2422,1.6,11188422
17252.6,75.55,-32.02,26.39,107.98,-31.3281,1.62,11193427
17185.14,76.53,-32.14,26.48,109.6,-31.4297,1.72,11198431
17115.73,77.56,-32.26,26.49,110.32,-31.5156,1.58,11203428
17045.75,78.61,-32.38,26.4,111.19,-31.6016,1.51,11208427
16976.53,79.68,-32.5,26.11,111.34,-31.7031,1.42,11213430
16908.69,80.73,-32.62,26.28,112.76,-31.7891,1.44,11218432
16841.56,81.78,-32.75,26.34,113.37,-31.8828,1.55,11223433
16774.48,82.83,-32.87,26.06,113.6,-31.9844,1.67,11228438
16706.85,83.91,-32.98,26.22,114.84,-32.0391,1.49,11233433
16641.15,84.97,-33.1,26.27,115.31,-32.1406,1.47,11238438
16576.1,86.03,-33.22,26.32,116.75,-32.2187,1.41,11243438
16511.09,87.1,-33.33,25.95,116.59,-32.3047,1.37,11248437
16444.93,88.18,-33.45,25.84,117.24,-32.3984,1.53,11253440
16379.43,89.29,-33.56,25.84,118.23,-32.5078,1.73,11258445
16312.81,90.4,-33.68,26.18,117.82,-32.5703,1.51,11263442
16246.86,91.53,-33.79,26.15,119.49,-32.6641,1.79,11268444
16180.99,92.66,-33.9,25.99,118.82,-32.7422,1.55,11273445
16115.77,93.81,-34.01,26.02,120.09,-32.8437,1.43,11278448
16050.06,94.95,-34.12,25.72,120.61,-32.9375,1.5,11283447
15983.87,96.12,-34.23,25.96,120.43,-33.0312,1.52,11288453
15919.44,97.3,-34.35,25.71,123.62,-33.1172,1.78,11293450
15855.08,98.47,-34.46,25.7,122.63,-33.2109,1.71,11298449
15791.87,99.64,-34.56,25.7,121.48,-33.2891,1.57,11303452
15729.26,100.79,-34.67,25.69,123.98,-33.375,1.66,11308453
15666.69,101.96,-34.78,25.57,122.9,-33.4531,1.24,11313455
15603.64,103.13,-34.89,25.86,123.35,-33.5469,1.47,11318478
15540.12,104.33,-35,25.78,123.62,-33.6328,1.7,11323457
15477.72,105.54,-35.1,25.91,124.44,-33.7031,1.58,11328458
15415.89,106.74,-35.2,25.85,125.56,-33.7891,1.65,11333459
15355.63,107.94,-35.3,25.91,125.84,-33.8594,1.59,11338461
15295.39,109.11,-35.4,25.53,126.79,-33.9453,1.65,11343462
15236.18,110.3,-35.5,25.47,128.24,-34.0312,1.59,11348467
15177.48,111.48,-35.6,25.47,126.98,-34.1094,1.51,11353464
15118.79,112.66,-35.7,25.67,127.75,-34.1953,1.62,11358466
15058.65,113.88,-35.79,25.85,128.83,-34.2578,1.64,11363469
14998.06,115.12,-35.89,25.43,130.03,-34.3437,1.62,11368468
14937.52,116.38,-35.99,25.36,129.73,-34.4062,1.85,11373469
14880.83,117.6,-36.08,25.55,130.03,-34.4766,1.38,11378475
14822.72,118.81,-36.17,25.49,129.73,-34.5625,1.44,11383472
14763.22,120.06,-36.26,25.78,130.43,-34.625,1.42,11388473
14704.24,121.33,-36.35,25.78,132.17,-34.6953,1.61,11393474
14645.28,122.6,-36.44,25.39,132.49,-34.7578,1.38,11398475
14585.91,123.9,-36.52,25.38,132.38,-34.8281,1.42,11403479
14528.4,125.18,-36.61,25.42,133.01,-34.8984,1.49,11408482
14470.45,126.46,-36.69,25.37,134.07,-34.9844,1.53,11413479
14413.87,127.74,-36.78,25.35,133.43,-35.0391,1.44,11418480
14355.54,129.04,-36.87,25.43,133.75,-35.125,1.46,11423481
14298.56,130.35,-36.95,25.72,135.04,-35.1719,1.45,11428483
14241.61,131.66,-37.03,25.74,134.39,-35.25,1.83,11433484
14185.97,132.96,-37.11,25.49,136.91,-35.3125,1.7,11438489
14130.34,134.25,-37.19,25.46,135.48,-35.3828,1.59,11443488
14074.71,135.55,-37.27,25.67,136.35,-35.4375,1.67,11448487
14020.36,136.86,-37.35,25.7,136.35,-35.5,1.52,11453489
13966.01,138.15,-37.42,25.71,135.8,-35.5781,2.04,11458490
13911.23,139.45,-37.49,25.66,136.8,-35.625,1.48,11463491
13857.28,140.78,-37.56,25.33,136.69,-35.6719,1.46,11468496
13804.96,142.07,-37.64,25.36,136.58,-35.75,1.6,11473494
13753.43,143.34,-37.71,25.34,137.58,-35.7969,1.56,11478495
13701.45,144.62,-37.77,25.63,137.81,-35.8672,1.54,11483496
13649.45,145.91,-37.84,25.62,137.92,-35.9141,1.72,11488497
13595.84,147.24,-37.91,25.44,138.6,-35.9844,1.54,11493498
13542.24,148.6,-37.98,25.43,138.83,-36.0156,1.56,11498504
13487.08,149.99,-38.04,25.64,139.87,-36.0859,1.57,11503501
13433.5,151.37,-38.11,25.65,139.64,-36.1484,1.61,11508502
13379.93,152.76,-38.17,25.77,139.87,-36.1797,1.88,11513503
13329.03,154.13,-38.23,25.79,140.69,-36.25,1.89,11518504
13276.98,155.48,-38.29,25.39,140.46,-36.2812,1.59,11523506
13224.17,156.87,-38.34,25.59,141.28,-36.3281,1.59,11528515
13171.73,158.26,-38.39,25.66,141.04,-36.3906,1.6,11533508
13118.93,159.67,-38.45,25.78,142.48,-36.4219,1.61,11538509
13065.76,161.11,-38.5,25.7,140.57,-36.4687,1.61,11543511
13012.62,162.55,-38.55,25.67,142.6,-36.5312,1.64,11548512
12959.85,164,-38.6,25.47,142.72,-36.5625,1.69,11553513
12907.83,165.45,-38.66,25.84,143.45,-36.5937,1.59,11558518
12855.44,166.9,-38.71,25.54,142.72,-36.6562,1.65,11563515
12802.01,168.39,-38.75,25.81,142.96,-36.6875,1.54,11568519
12748.61,169.89,-38.8,25.7,143.57,-36.7344,1.68,11573518
12695.59,171.38,-38.85,25.88,144.69,-36.7734,1.55,11578519
12642.6,172.91,-38.89,25.56,143.57,-36.8125,1.49,11583520
12589.29,174.44,-38.93,25.57,144.69,-36.8516,1.57,11588526
12534.99,176.01,-38.97,25.97,144.19,-36.8828,1.58,11593523
12481.42,177.58,-39.01,25.73,145.94,-36.9297,1.58,11598524
12427.56,179.16,-39.05,25.9,146.45,-36.9687,1.53,11603525
12373.41,180.76,-39.09,25.73,145.44,-37,1.64,11608528
12318.98,182.39,-39.14,25.97,145.69,-37.0547,1.61,11613528
12266.27,183.99,-39.18,25.77,144.94,-37.0703,1.68,11618533
12214.58,185.57,-39.21,25.86,146.45,-37.1094,1.74,11623530
12163.57,187.14,-39.25,25.75,146.96,-37.1406,1.48,11628531
12112.25,188.71,-39.28,26.06,146.58,-37.1719,1.48,11633532
12060.63,190.29,-39.32,25.81,146.32,-37.2109,1.63,11638534
12008.4,191.91,-39.35,26.13,147.48,-37.2266,2.11,11643535
11955.58,193.56,-39.39,26.06,148.26,-37.2812,1.82,11648540
11902.5,195.23,-39.42,26,148,-37.2891,1.74,11653537
11849.15,196.93,-39.45,26.11,148.26,-37.3359,1.45,11658539
11797.42,198.6,-39.48,26.14,148,-37.375,1.86,11663540
11747.58,200.23,-39.51,26.17,148.91,-37.3984,1.63,11668541
11698.98,201.82,-39.54,26.23,148.52,-37.4375,1.58,11673542
11650.99,203.39,-39.57,26.34,150.65,-37.4687,1.7,11678547
11603.6,204.96,-39.6,26.37,149.84,-37.4922,1.79,11683545
11557.1,206.51,-39.63,26.11,148.91,-37.5156,1.68,11688546
11509.99,208.06,-39.66,26.31,150.11,-37.5547,1.72,11693549
11464.05,209.62,-39.69,26.06,150.92,-37.5781,1.68,11698548
11416.91,211.19,-39.72,26.43,150.78,-37.6094,1.64,11703549
11370.93,212.76,-39.75,26.27,152.01,-37.625,1.62,11708555
11323.77,214.35,-39.78,26.53,152.7,-37.6484,1.77,11713552
11275.44,215.99,-39.8,26.17,151.74,-37.6953,1.5,11718553
11227.4,217.65,-39.83,26.53,153.4,-37.7266,1.62,11723554
11180.24,219.3,-39.86,26.48,152.29,-37.75,1.61,11728556
11133.64,220.93,-39.89,26.28,154.38,-37.7734,1.75,11733559
11085.06,222.61,-39.91,26.46,153.4,-37.8125,1.79,11738562
11035.93,224.34,-39.94,26.66,154.53,-37.8359,1.53,11743559
10986.83,226.08,-39.96,26.54,154.1,-37.8516,1.69,11748560
10938.03,227.83,-39.98,26.38,152.29,-37.875,1.46,11753562
10888.98,229.58,-40,26.49,153.54,-37.8906,1.16,11758563
10840.51,231.36,-40.02,26.45,155.82,-37.9219,1.5,11763564
10792.07,233.13,-40.04,26.62,153.96,-37.9375,1.44,11768569
10744.46,234.88,-40.06,26.48,154.95,-37.9687,1.38,11773569
10697.68,236.61,-40.08,26.77,154.24,-37.9844,1.43,11778568
10651.17,238.34,-40.09,26.66,155.67,-38.0156,1.48,11783569
10603.6,240.12,-40.11,26.52,154.81,-38.0234,1.51,11788570
10555.52,241.9,-40.12,26.98,156.69,-38.0156,1.75,11793571
10508.52,243.7,-40.13,26.88,153.68,-38.0234,1.46,11798577
10462.59,245.47,-40.14,26.94,153.82,-38.0312,1.95,11803574
10417.69,247.19,-40.14,26.7,155.67,-38.0625,1.44,11808575
10373.57,248.9,-40.15,26.74,155.38,-38.0547,1.51,11813576
10330.2,250.59,-40.15,26.8,153.4,-38.0625,1.83,11818577
10286.3,252.3,-40.15,27.04,154.53,-38.0625,1.82,11823579
10242.64,254,-40.15,27.05,153.96,-38.0781,2.02,11828584
10199.47,255.7,-40.15,27.13,153.82,-38.0781,1.51,11833581
10156.27,257.4,-40.14,27.25,153.68,-38.0781,1.59,11838582
10113.31,259.12,-40.14,27.03,154.81,-38.0859,1.6,11843584
10070.83,260.82,-40.13,26.99,154.95,-38.0859,1.62,11848585
10028.32,262.53,-40.12,27.2,154.81,-38.0781,1.65,11853586
9986.04,264.24,-40.11,27.36,154.38,-38.0625,1.9,11858595
9943.97,265.95,-40.1,27.38,154.1,-38.0547,1.73,11863588
9902.12,267.65,-40.08,27.45,153.96,-38.0547,1.76,11868590
9859.52,269.39,-40.07,27.26,152.84,-38.0547,1.71,11873591
9816.17,271.16,-40.05,27.55,153.68,-38.0234,1.8,11878592
9772.1,272.97,-40.03,27.28,152.84,-38.0234,1.78,11883593
9727.78,274.82,-40,27.64,153.54,-38,1.77,11888599
9683.23,276.68,-39.98,27.67,152.29,-37.9687,1.83,11893596
9639.15,278.54,-39.95,27.49,152.7,-37.9453,2.14,11898599
9595.55,280.39,-39.91,27.47,153.82,-37.9375,1.71,11903598
9551.71,282.25,-39.88,27.8,152.84,-37.9062,1.78,11908597
9507.64,284.14,-39.85,27.56,152.01,-37.8828,1.76,11913601
9464.04,286.02,-39.81,27.7,152.7,-37.8594,1.77,11918606
9420.9,287.89,-39.77,27.84,151.33,-37.8203,1.77,11923603
9377.53,289.77,-39.73,28.07,151.74,-37.7969,1.93,11928604
9334.84,291.65,-39.69,28.05,151.87,-37.7578,1.93,11933605
9292.15,293.54,-39.64,28.14,150.92,-37.7031,2.06,11938607
9250.12,295.4,-39.59,27.88,152.56,-37.6797,1.68,11943608
9207.64,297.28,-39.54,27.94,150.65,-37.6562,1.7,11948613
9165.82,299.16,-39.49,28.33,149.84,-37.6094,1.79,11953608
9124.87,301.01,-39.43,28.17,149.84,-37.5625,1.7,11958609
9084.8,302.84,-39.38,28.07,149.84,-37.5234,1.66,11963611
9045.79,304.63,-39.32,28.15,148.52,-37.4766,1.66,11968614
9006.96,306.4,-39.26,28.37,150.92,-37.4297,1.6,11973615
8968.32,308.16,-39.2,28.6,151.05,-37.375,1.62,11978620
8929.2,309.95,-39.14,28.65,147.48,-37.3203,1.71,11983620
8890.7,311.75,-39.07,28.61,150.38,-37.2812,1.69,11988617
8851.31,313.54,-39,28.49,148.52,-37.2187,2.14,11993618
8811.24,315.39,-38.93,28.56,147.22,-37.1484,1.75,11998621
8771.15,317.28,-38.86,28.96,146.71,-37.0937,1.6,12003622
8730.41,319.17,-38.78,28.69,148.26,-37.0391,1.59,12008630
8689.23,321.11,-38.71,29.1,147.09,-36.9922,1.56,12013625
8648.25,323.05,-38.63,28.95,145.44,-36.9141,1.92,12018626
8607.26,325.02,-38.55,29.25,146.07,-36.8359,1.59,12023629
8566.68,326.97,-38.46,29.27,146.07,-36.7734,1.59,12028628
8526.09,328.93,-38.38,29.3,146.45,-36.7266,1.75,12033628
8485.69,330.88,-38.29,29.38,145.19,-36.6484,1.71,12038635
8446.31,332.83,-38.2,29.23,145.56,-36.5781,1.77,12043632
8407.72,334.73,-38.12,29.54,144.56,-36.5078,1.74,12048633
8369.51,336.61,-38.03,29.4,144.69,-36.4375,1.74,12053635
8331.46,338.49,-37.95,29.48,144.19,-36.3672,1.76,12058634
8294.2,340.36,-37.86,29.75,142.96,-36.2891,1.82,12063637
8256.49,342.22,-37.76,29.65,142.96,-36.2109,1.82,12068646
8218.36,344.11,-37.67,29.94,141.76,-36.1328,1.75,12073639
8180.39,346.02,-37.57,29.82,142,-36.0625,1.75,12078639
8142.6,347.93,-37.48,30.28,141.16,-35.9844,1.79,12083642
8105.36,349.84,-37.38,30.3,140.81,-35.9062,1.8,12088641
8067.9,351.74,-37.28,30.45,140.46,-35.8125,1.68,12093644
8029.62,353.68,-37.18,30.48,140.22,-35.7344,1.7,12098650
7991.91,355.62,-37.08,30.31,139.52,-35.6562,1.71,12103647
7953.78,357.58,-36.98,30.74,139.06,-35.5625,1.7,12108650
7916.2,359.55,-36.87,30.71,138.26,-35.4766,1.91,12113649
7878.79,361.49,-36.76,30.88,138.15,-35.3828,1.76,12118650
7841.35,363.45,-36.65,30.73,138.15,-35.2969,2,12123652
7804.07,365.4,-36.54,30.87,136.69,-35.2031,1.73,12128657
7766.77,367.37,-36.43,31.15,137.02,-35.1094,1.6,12133652
7729.81,369.34,-36.31,31.08,137.58,-35.0234,1.81,12138653
7693.02,371.29,-36.2,31.38,136.69,-34.9453,1.88,12143656
7656.19,373.26,-36.08,31.53,135.8,-34.8437,1.82,12148656
7619.33,375.24,-35.97,31.46,135.15,-34.75,1.72,12153659
7581.71,377.25,-35.85,31.79,134.93,-34.6562,1.89,12158664
7544.43,379.27,-35.73,31.8,134.39,-34.5625,1.8,12163661
7506.95,381.31,-35.6,32.04,133.75,-34.4453,1.84,12168663
7470.18,383.32,-35.48,32.05,133.01,-34.3516,1.66,12173664
