Press_Altitude(m),Pressure(hPa),BME_Temp(C),Humidity(%),Gas(KOhms),TMP117_Temp(C),Battery_Voltage,TimeSinceStart
72.86,1004.53,10.8,61.37,37.8,10.8281,0.23,18110105
72.86,1004.52,10.81,61.48,37.56,10.8437,0.22,18115106
72.86,1004.52,10.82,61.41,37.84,10.8594,0.22,18120108
72.77,1004.53,10.84,61.3,37.73,10.8828,0.21,18125109
72.69,1004.54,10.85,61.22,37.8,10.8906,0.23,18130116
72.77,1004.54,10.87,61.24,37.56,10.9062,0.23,18135115
72.77,1004.54,10.88,61.15,37.5,10.9219,0.23,18140112
72.77,1004.54,10.9,61.16,37.56,10.9375,0.23,18145114
72.77,1004.53,10.91,61.2,37.77,10.9531,0.23,18150115
72.77,1004.53,10.93,61.21,37.53,10.9766,0.23,18155116
72.69,1004.54,10.95,61.16,37.53,10.9922,0.23,18160123
72.77,1004.54,10.97,61.14,37.47,11.0078,0.23,18165118
72.77,1004.53,10.98,60.98,37.73,11.0234,0.23,18170120
72.77,1004.54,11,60.92,37.6,11.0391,0.23,18175121
72.77,1004.53,11.02,60.88,37.53,11.0625,0.22,18180126
72.94,1004.52,11.04,60.8,37.47,11.0781,0.22,18185123
73.11,1004.5,11.06,60.74,37.7,11.0859,0.22,18190131
73.28,1004.49,11.07,60.75,37.33,11.1094,0.21,18195126
73.44,1004.47,11.09,60.69,37.53,11.125,0.21,18200127
73.44,1004.46,11.11,60.71,37.47,11.1406,0.21,18205128
73.53,1004.45,11.12,60.66,37.33,11.1641,0.21,18210129
73.53,1004.45,11.14,60.68,37.37,11.1797,0.21,18215131
73.44,1004.45,11.16,60.55,37.33,11.1953,0.22,18220138
73.36,1004.46,11.18,60.52,37.56,11.2187,0.22,18225137
73.28,1004.47,11.21,60.51,37.27,11.2422,0.23,18230134
73.28,1004.48,11.22,60.52,37.5,11.2578,0.23,18235136
73.28,1004.48,11.25,60.45,37.3,11.2812,0.22,18240137
73.44,1004.46,11.27,60.35,37.23,11.3047,0.22,18245138
73.44,1004.46,11.29,60.32,37.23,11.3203,0.21,18250145
73.53,1004.45,11.31,60.26,37.2,11.3359,0.21,18255140
73.61,1004.44,11.33,60.15,37.17,11.3516,0.22,18260142
73.53,1004.44,11.36,60.11,37.3,11.375,0.23,18265143
73.61,1004.44,11.38,60.11,37.27,11.3984,0.21,18270148
73.61,1004.43,11.4,60.02,37.2,11.4141,0.21,18275145
73.53,1004.43,11.42,60,37.37,11.4297,0.22,18280153
73.61,1004.44,11.44,59.91,37.27,11.4375,0.23,18285148
73.53,1004.44,11.45,59.82,37.27,11.4687,0.21,18290149
73.53,1004.44,11.47,59.79,37.3,11.4766,0.21,18295150
73.53,1004.44,11.49,59.75,37.17,11.4922,0.22,18300151
73.53,1004.45,11.51,59.71,37.17,11.5078,0.23,18305153
73.61,1004.45,11.53,59.66,37.1,11.5156,0.21,18310160
73.53,1004.45,11.54,59.59,37.2,11.5312,0.21,18315159
73.69,1004.44,11.56,59.53,37.13,11.5469,0.22,18320156
73.78,1004.42,11.57,59.49,37.27,11.5625,0.21,18325157
73.86,1004.42,11.58,59.43,37.04,11.5703,0.21,18330159
73.94,1004.41,11.6,59.4,37.23,11.5781,0.22,18335160
73.94,1004.41,11.61,59.35,37.1,11.5937,0.23,18340167
73.94,1004.4,11.62,59.3,37.17,11.6016,0.21,18345162
73.94,1004.4,11.64,59.26,37.04,11.6094,0.21,18350163
73.94,1004.4,11.65,59.22,37.23,11.6172,0.21,18355165
73.94,1004.4,11.66,59.18,37.27,11.625,0.21,18360170
74.03,1004.4,11.67,59.13,37.27,11.6406,0.21,18365167
74.11,1004.39,11.68,59.09,37.07,11.6484,0.21,18370174
74.03,1004.39,11.69,59.05,37.07,11.6562,0.22,18375170
73.94,1004.4,11.7,59.03,37.17,11.6641,0.21,18380171
73.94,1004.4,11.71,58.98,37.3,11.6719,0.2,18385172
73.86,1004.4,11.72,58.95,37.04,11.6797,0.21,18390173
73.86,1004.41,11.73,58.9,37.27,11.6875,0.21,18395174
74.03,1004.4,11.74,58.89,37.07,11.6953,0.21,18400182
74.03,1004.39,11.75,58.85,37.04,11.7031,0.21,18405181
74.03,1004.39,11.75,58.82,37.1,11.7031,0.21,18410178
74.11,1004.39,11.76,58.78,37.13,11.7109,0.21,18415179
74.11,1004.38,11.77,58.75,37.2,11.7266,0.21,18420180
74.11,1004.38,11.78,58.72,37.04,11.7266,0.21,18425182
74.11,1004.37,11.78,58.68,37.13,11.7266,0.21,18430189
74.2,1004.38,11.79,58.66,37.2,11.7422,0.21,18435184
74.36,1004.36,11.8,58.62,37.07,11.7422,0.21,18440185
74.53,1004.35,11.8,58.61,37.1,11.75,0.2,18445187
74.62,1004.33,11.81,58.58,37.17,11.75,0.21,18450192
74.7,1004.31,11.81,58.55,37.37,11.7578,0.21,18455189
74.78,1004.31,11.82,58.51,37,11.7656,0.22,18460196
74.7,1004.31,11.82,58.5,37.07,11.7656,0.21,18465191
74.7,1004.31,11.83,58.47,37.17,11.7734,0.2,18470193
74.7,1004.31,11.83,58.45,37.07,11.7734,0.2,18475194
74.7,1004.3,11.84,58.41,37.1,11.7734,0.21,18480195
74.87,1004.3,11.84,58.37,37.1,11.7812,0.21,18485196
74.87,1004.29,11.85,58.37,37.1,11.7891,0.21,18490204
75.12,1004.28,11.85,58.34,37.23,11.7891,0.2,18495203
75.04,1004.27,11.86,58.33,37.04,11.7891,0.2,18500200
74.95,1004.28,11.86,58.31,37.07,11.7969,0.21,18505201
74.95,1004.28,11.86,58.28,37.17,11.8047,0.21,18510202
74.87,1004.29,11.87,58.26,37.33,11.8047,0.2,18515204
74.78,1004.3,11.87,58.24,37,11.8047,0.2,18520211
74.78,1004.3,11.87,58.23,37.1,11.8047,0.21,18525206
74.7,1004.3,11.88,58.19,37.13,11.8047,0.21,18530207
74.7,1004.31,11.88,58.18,37.17,11.8125,0.2,18535208
74.7,1004.31,11.89,58.16,37.3,11.8125,0.19,18540214
74.62,1004.31,11.89,58.15,37.23,11.8125,0.21,18545211
74.53,1004.33,11.89,58.12,37.33,11.8203,0.21,18550218
74.45,1004.34,11.9,58.09,37.23,11.8281,0.21,18555213
74.53,1004.33,11.9,58.09,37.1,11.8203,0.21,18560215
74.7,1004.32,11.9,58.06,37.37,11.8281,0.2,18565216
74.95,1004.29,11.9,58.04,37.1,11.8281,0.19,18570217
74.95,1004.28,11.91,58.03,37.27,11.8359,0.19,18575218
74.95,1004.27,11.91,58.02,37.2,11.8359,0.19,18580226
75.12,1004.27,11.91,57.99,37.5,11.8437,0.2,18585225
75.12,1004.26,11.92,57.97,37.23,11.8437,0.2,18590222
75.12,1004.25,11.92,57.95,37.27,11.8516,0.21,18595223
75.04,1004.26,11.93,57.94,37.37,11.8516,0.21,18600224
75.04,1004.27,11.93,57.9,37.3,11.8516,0.2,18605225
75.12,1004.26,11.93,57.89,37.4,11.8516,0.2,18610233
75.29,1004.25,11.94,57.87,37.47,11.8594,0.19,18615228
75.37,1004.23,11.94,57.86,37.13,11.8672,0.19,18620229
75.46,1004.22,11.95,57.84,37.17,11.8672,0.2,18625230
75.46,1004.22,11.95,57.81,37.1,11.8672,0.2,18630236
75.46,1004.22,11.95,57.8,37.2,11.8672,0.2,18635233
75.37,1004.22,11.96,57.78,37.23,11.875,0.21,18640240
75.37,1004.23,11.96,57.76,37.27,11.875,0.21,18645235
75.37,1004.23,11.96,57.72,37.27,11.875,0.19,18650236
75.37,1004.23,11.97,57.72,37.23,11.8828,0.19,18655238
75.37,1004.23,11.97,57.69,37.17,11.8828,0.19,18660239
75.54,1004.22,11.97,57.67,37.33,11.8828,0.19,18665240
75.79,1004.19,11.98,57.66,37.33,11.8906,0.2,18670247
75.96,1004.17,11.98,57.64,37.2,11.8906,0.2,18675247
76.13,1004.15,11.99,57.63,37.2,11.8984,0.21,18680244
76.13,1004.15,11.99,57.59,37.47,11.8984,0.2,18685245
76.04,1004.16,12,57.57,37.23,11.8984,0.19,18690246
76.04,1004.16,12,57.57,37.23,11.9062,0.19,18695247
76.04,1004.15,12,57.54,37.43,11.9062,0.19,18700255
75.96,1004.16,12.01,57.53,37.56,11.9141,0.19,18705250
75.88,1004.16,12.01,57.51,37.3,11.9141,0.19,18710251
75.79,1004.18,12.01,57.49,37.43,11.9219,0.19,18715252
75.62,1004.18,12.02,57.46,37.5,11.9141,0.19,18720258
75.71,1004.19,12.02,57.44,37.4,11.9219,0.19,18725255
75.79,1004.19,12.03,57.41,37.37,11.9141,0.19,18730262
75.88,1004.17,12.03,57.4,37.37,11.9297,0.19,18735257
75.96,1004.17,12.03,57.37,37.53,11.9297,0.19,18740258
75.96,1004.16,12.04,57.36,37.27,11.9375,0.19,18745260
75.88,1004.17,12.04,57.34,37.43,11.9375,0.19,18750261
75.88,1004.17,12.05,57.32,37.27,11.9375,0.19,18755262
76.04,1004.16,12.05,57.29,37.53,11.9453,0.19,18760269
76.04,1004.15,12.06,57.29,37.27,11.9375,0.19,18765268
76.04,1004.15,12.06,57.26,37.37,11.9531,0.19,18770266
75.96,1004.15,12.06,57.24,37.56,11.9453,0.19,18775267
75.96,1004.16,12.06,57.22,37.5,11.9531,0.19,18780268
75.96,1004.16,12.07,57.21,37.5,11.9531,0.19,18785269
75.96,1004.16,12.07,57.19,37.37,11.9609,0.2,18790277
76.04,1004.15,12.08,57.14,37.63,11.9609,0.2,18795272
76.04,1004.15,12.08,57.14,37.56,11.9609,0.19,18800273
76.04,1004.15,12.08,57.12,37.3,11.9687,0.19,18805274
76.13,1004.14,12.09,57.1,37.43,11.9687,0.18,18810279
76.13,1004.14,12.09,57.07,37.56,11.9687,0.19,18815277
76.38,1004.13,12.1,57.07,37.2,11.9766,0.19,18820284
76.29,1004.11,12.1,57.04,37.47,11.9766,0.2,18825279
76.21,1004.12,12.1,57.02,37.37,11.9766,0.19,18830280
76.21,1004.13,12.11,57.01,37.63,11.9844,0.18,18835281
76.04,1004.14,12.11,56.99,37.56,11.9844,0.19,18840283
76.13,1004.14,12.11,56.96,37.56,11.9844,0.2,18845284
76.04,1004.15,12.12,56.94,37.43,11.9844,0.19,18850291
76.04,1004.15,12.12,56.93,37.63,11.9922,0.19,18855290
75.96,1004.15,12.12,56.88,37.63,12,0.18,18860288
75.96,1004.16,12.13,56.88,37.63,12,0.19,18865289
75.96,1004.15,12.13,56.88,37.6,12,0.19,18870290
76.13,1004.15,12.14,56.84,37.63,12,0.2,18875291
76.21,1004.13,12.14,56.82,37.4,12.0078,0.19,18880299
76.13,1004.13,12.14,56.8,37.73,12.0078,0.19,18885294
76.13,1004.14,12.15,56.79,37.56,12.0078,0.19,18890295
76.13,1004.14,12.15,56.77,37.4,12.0156,0.19,18895296
76.21,1004.13,12.16,56.73,37.73,12.0156,0.2,18900301
76.21,1004.13,12.16,56.73,37.7,12.0156,0.2,18905298
76.29,1004.13,12.16,56.71,37.67,12.0234,0.19,18910306
76.46,1004.1,12.17,56.67,37.47,12.0234,0.19,18915301
76.54,1004.09,12.17,56.64,37.53,12.0234,0.19,18920302
76.63,1004.08,12.17,56.64,37.7,12.0312,0.19,18925303
76.71,1004.07,12.18,56.62,37.77,12.0312,0.18,18930305
76.71,1004.06,12.18,56.62,37.87,12.0312,0.18,18935306
76.8,1004.06,12.18,56.59,37.6,12.0312,0.19,18940313
76.96,1004.05,12.19,56.57,37.8,12.0391,0.19,18945312
77.05,1004.03,12.19,56.56,37.53,12.0391,0.19,18950309
76.96,1004.03,12.19,56.53,37.8,12.0469,0.19,18955311
76.88,1004.04,12.19,56.53,37.8,12.0469,0.2,18960312
76.88,1004.05,12.2,56.51,37.84,12.0469,0.19,18965313
76.96,1004.03,12.2,56.49,37.63,12.0547,0.18,18970320
77.05,1004.03,12.21,56.48,37.53,12.0547,0.19,18975315
76.96,1004.03,12.21,56.45,37.8,12.0625,0.19,18980317
76.96,1004.03,12.21,56.43,37.77,12.0625,0.19,18985318
76.88,1004.03,12.22,56.41,37.63,12.0703,0.18,18990323
76.88,1004.05,12.22,56.41,37.8,12.0703,0.19,18995320
76.88,1004.04,12.22,56.4,37.77,12.0781,0.19,19000328
77.05,1004.04,12.23,56.39,37.56,12.0781,0.19,19005323
76.96,1004.03,12.23,56.36,37.56,12.0859,0.19,19010324
76.96,1004.03,12.24,56.35,37.63,12.0859,0.19,19015325
76.96,1004.03,12.24,56.33,37.73,12.0859,0.19,19020326
76.88,1004.04,12.25,56.3,37.8,12.0937,0.19,19025328
76.88,1004.04,12.25,56.28,37.84,12.0937,0.19,19030335
76.88,1004.05,12.25,56.27,37.63,12.1016,0.19,19035334
76.88,1004.04,12.26,56.27,37.84,12.1094,0.19,19040331
76.96,1004.04,12.26,56.23,37.67,12.1094,0.19,19045332
76.96,1004.04,12.27,56.21,37.73,12.1172,0.19,19050334
77.05,1004.03,12.27,56.2,37.7,12.125,0.18,19055335
77.05,1004.02,12.28,56.19,37.84,12.125,0.19,19060342
77.13,1004.02,12.28,56.18,37.73,12.1328,0.19,19065337
77.13,1004.02,12.29,56.17,37.97,12.1406,0.19,19070339
77.13,1004.02,12.29,56.12,37.8,12.1484,0.19,19075340
77.13,1004.01,12.3,56.13,37.87,12.1484,0.19,19080345
77.22,1004.01,12.31,56.12,37.84,12.1562,0.2,19085342
77.22,1004.01,12.31,56.11,37.7,12.1562,0.19,19090350
77.22,1004,12.32,56.08,37.77,12.1562,0.19,19095345
77.3,1004,12.32,56.06,37.87,12.1641,0.19,19100346
77.38,1003.99,12.33,56.04,37.84,12.1797,0.19,19105347
77.47,1003.98,12.34,56.03,37.84,12.1797,0.19,19110348
77.47,1003.99,12.34,56.01,37.84,12.1875,0.19,19115350
77.47,1003.97,12.35,55.99,37.84,12.1953,0.19,19120359
77.55,1003.97,12.36,56,37.73,12.2031,0.18,19125356
77.64,1003.96,12.36,55.96,37.84,12.2109,0.18,19130353
77.8,1003.95,12.37,55.94,37.8,12.2187,0.18,19135354
77.89,1003.93,12.38,55.93,37.9,12.2187,0.19,19140356
77.97,1003.92,12.38,55.91,37.8,12.2266,0.19,19145357
78.06,1003.92,12.39,55.88,37.9,12.2344,0.19,19150364
78.06,1003.9,12.4,55.87,37.9,12.25,0.19,19155359
78.06,1003.9,12.41,55.85,37.84,12.25,0.19,19160360
78.06,1003.9,12.41,55.83,38.01,12.2578,0.18,19165362
77.97,1003.91,12.42,55.82,37.8,12.2734,0.19,19170367
77.97,1003.91,12.43,55.79,38.01,12.2734,0.19,19175364
78.06,1003.9,12.44,55.77,37.77,12.2891,0.19,19180371
78.06,1003.91,12.45,55.79,37.77,12.2891,0.19,19185367
78.14,1003.9,12.46,55.75,37.84,12.3047,0.17,19190368
78.14,1003.9,12.47,55.71,38.01,12.3125,0.19,19195369
78.14,1003.89,12.48,55.7,37.9,12.3281,0.19,19200370
78.06,1003.89,12.48,55.68,37.87,12.3281,0.18,19205371
78.06,1003.9,12.49,55.65,37.8,12.3359,0.19,19210379
78.06,1003.9,12.5,55.63,37.73,12.3437,0.19,19215378
78.14,1003.9,12.51,55.61,37.8,12.3516,0.19,19220375
78.14,1003.89,12.52,55.57,37.87,12.3594,0.17,19225376
78.06,1003.9,12.53,55.57,37.8,12.3672,0.19,19230377
78.06,1003.9,12.54,55.55,37.84,12.375,0.19,19235379
78.06,1003.9,12.55,55.53,37.84,12.3828,0.19,19240386
78.06,1003.9,12.55,55.5,37.73,12.3906,0.17,19245381
78.06,1003.91,12.56,55.5,37.8,12.3984,0.19,19250382
78.14,1003.9,12.57,55.47,37.77,12.4062,0.19,19255384
78.14,1003.89,12.58,55.45,37.7,12.4141,0.19,19260385
78.14,1003.9,12.59,55.42,37.77,12.4219,0.19,19265386
78.14,1003.89,12.6,55.4,37.8,12.4219,0.19,19270393
78.14,1003.89,12.61,55.37,37.7,12.4375,0.19,19275388
78.14,1003.89,12.62,55.36,37.7,12.4375,0.18,19280390
78.31,1003.88,12.63,55.36,37.77,12.4531,0.18,19285391
78.39,1003.86,12.64,55.33,37.87,12.4531,0.19,19290392
78.39,1003.86,12.65,55.3,37.77,12.4609,0.19,19295393
78.48,1003.86,12.66,55.27,37.7,12.4766,0.19,19300401
78.64,1003.85,12.66,55.26,37.84,12.4766,0.18,19305396
78.64,1003.84,12.67,55.23,37.94,12.4844,0.18,19310397
78.64,1003.84,12.68,55.21,37.94,12.4922,0.19,19315398
78.73,1003.83,12.69,55.2,37.73,12.5,0.19,19320399
78.73,1003.82,12.7,55.18,37.7,12.5078,0.19,19325401
78.73,1003.82,12.71,55.17,37.9,12.5156,0.19,19330408
78.64,1003.83,12.72,55.14,37.94,12.5156,0.17,19335403
78.56,1003.84,12.72,55.13,37.77,12.5234,0.19,19340404
78.73,1003.84,12.73,55.11,37.77,12.5312,0.19,19345405
78.81,1003.82,12.74,55.08,37.73,12.5391,0.19,19350407
78.89,1003.81,12.75,55.07,37.87,12.5469,0.19,19355408
78.73,1003.82,12.76,55.04,37.67,12.5625,0.18,19360415
78.81,1003.82,12.77,55.02,37.9,12.5703,0.19,19365410
78.81,1003.82,12.78,55.01,38.01,12.5781,0.19,19370412
78.81,1003.82,12.79,54.98,37.63,12.5859,0.19,19375413
78.73,1003.82,12.8,54.98,37.7,12.5859,0.18,19380414
78.81,1003.82,12.81,54.95,37.84,12.5937,0.17,19385415
78.81,1003.82,12.81,54.93,37.8,12.5937,0.18,19390423
78.89,1003.81,12.82,54.92,37.97,12.6094,0.19,19395418
79.23,1003.78,12.83,54.9,37.9,12.6172,0.19,19400419
79.4,1003.75,12.84,54.88,37.73,12.625,0.19,19405420
79.4,1003.75,12.85,54.86,37.77,12.625,0.19,19410421
79.31,1003.76,12.85,54.86,37.9,12.6328,0.18,19415422
79.23,1003.76,12.86,54.84,37.73,12.6406,0.18,19420430
79.14,1003.78,12.87,54.83,37.9,12.6484,0.19,19425425
79.06,1003.78,12.88,54.8,37.77,12.6562,0.19,19430426
79.06,1003.79,12.89,54.78,37.9,12.6641,0.18,19435427
79.06,1003.78,12.9,54.76,37.94,12.6719,0.18,19440429
79.06,1003.78,12.9,54.76,37.84,12.6797,0.19,19445430
79.14,1003.78,12.91,54.74,37.56,12.6875,0.19,19450437
79.06,1003.79,12.92,54.71,37.73,12.6953,0.19,19455432
79.14,1003.79,12.93,54.71,37.94,12.6953,0.18,19460433
79.14,1003.78,12.93,54.68,37.53,12.7031,0.17,19465435
79.23,1003.77,12.94,54.67,37.84,12.7187,0.19,19470436
79.23,1003.77,12.95,54.65,37.73,12.7187,0.19,19475437
79.31,1003.76,12.96,54.62,37.8,12.7266,0.19,19480444
79.48,1003.75,12.97,54.61,37.56,12.7344,0.19,19485440
79.48,1003.74,12.97,54.61,37.73,12.7422,0.18,19490441
79.48,1003.74,12.98,54.59,37.8,12.7422,0.18,19495442
79.56,1003.73,12.99,54.56,37.73,12.7578,0.17,19500443
79.56,1003.72,12.99,54.56,37.87,12.7578,0.19,19505444
79.4,1003.73,13,54.55,37.84,12.7656,0.19,19510452
79.4,1003.75,13.01,54.53,37.63,12.7656,0.19,19515447
79.31,1003.75,13.01,54.51,37.73,12.7734,0.18,19520448
79.23,1003.76,13.02,54.49,37.73,12.7812,0.17,19525449
79.31,1003.76,13.03,54.49,37.77,12.7891,0.19,19530450
79.31,1003.75,13.03,54.46,37.73,12.7891,0.19,19535452
79.23,1003.76,13.04,54.45,37.7,12.7969,0.19,19540459
79.14,1003.77,13.05,54.43,37.9,12.8047,0.18,19545454
78.89,1003.79,13.05,54.42,37.77,12.8047,0.17,19550455
78.73,1003.82,13.06,54.41,37.73,12.8125,0.19,19555457
78.81,1003.82,13.07,54.38,37.6,12.8203,0.19,19560458
78.89,1003.8,13.08,54.38,37.94,12.8281,0.18,19565459
78.98,1003.8,13.08,54.37,37.6,12.8359,0.18,19570466
79.06,1003.78,13.09,54.34,37.73,12.8437,0.17,19575461
79.31,1003.77,13.1,54.33,37.63,12.8516,0.18,19580463
79.14,1003.77,13.1,54.32,37.7,12.8516,0.19,19585464
78.98,1003.79,13.11,54.31,37.8,12.8672,0.19,19590465
78.81,1003.8,13.12,54.3,37.67,12.8672,0.19,19595466
78.98,1003.81,13.13,54.29,37.63,12.8828,0.19,19600474
79.23,1003.78,13.13,54.27,37.63,12.8828,0.18,19605469
79.31,1003.77,13.14,54.25,37.7,12.8984,0.18,19610470
79.31,1003.76,13.15,54.24,37.7,12.9062,0.18,19615471
79.23,1003.77,13.16,54.23,37.77,12.9141,0.18,19620472
79.23,1003.77,13.17,54.2,37.87,12.9141,0.18,19625474
79.4,1003.76,13.17,54.19,37.63,12.9219,0.18,19630481
79.48,1003.75,13.18,54.18,37.67,12.9297,0.17,19635476
79.48,1003.74,13.19,54.18,37.63,12.9375,0.17,19640477
79.4,1003.74,13.2,54.15,37.63,12.9453,0.18,19645478
79.4,1003.74,13.21,54.14,37.8,12.9609,0.18,19650480
79.4,1003.75,13.22,54.13,37.73,12.9609,0.18,19655481
79.4,1003.75,13.23,54.1,37.56,12.9687,0.19,19660488
79.48,1003.75,13.24,54.1,37.9,12.9844,0.19,19665483
79.48,1003.75,13.25,54.08,37.84,12.9922,0.19,19670484
79.56,1003.74,13.26,54.05,37.77,12.9922,0.19,19675486
79.56,1003.73,13.26,54.04,37.6,13.0078,0.19,19680487
79.48,1003.73,13.27,54.03,37.7,13.0156,0.19,19685488
79.4,1003.74,13.28,54.02,37.9,13.0234,0.18,19690496
79.4,1003.75,13.29,54.01,37.56,13.0312,0.18,19695491
79.4,1003.75,13.3,53.99,37.87,13.0391,0.17,19700492
79.4,1003.76,13.31,53.99,37.94,13.0547,0.17,19705497
79.48,1003.74,13.32,53.94,37.56,13.0547,0.18,19710494
79.56,1003.73,13.33,53.93,37.63,13.0625,0.19,19715495
79.56,1003.72,13.34,53.92,37.63,13.0781,0.19,19720503
79.56,1003.72,13.35,53.92,37.5,13.0859,0.19,19725498
79.73,1003.72,13.36,53.9,37.56,13.0937,0.19,19730499
79.65,1003.71,13.36,53.88,37.8,13.0937,0.19,19735500
79.73,1003.71,13.37,53.87,37.6,13.1016,0.19,19740502
79.73,1003.71,13.38,53.84,37.53,13.1172,0.19,19745503
79.65,1003.72,13.39,53.83,37.63,13.125,0.19,19750514
79.56,1003.72,13.4,53.83,37.77,13.1328,0.19,19755505
79.65,1003.72,13.41,53.82,37.77,13.1406,0.19,19760506
79.65,1003.72,13.42,53.79,37.5,13.1484,0.19,19765508
79.65,1003.73,13.43,53.77,37.56,13.1562,0.19,19770509
79.73,1003.71,13.44,53.75,37.63,13.1641,0.19,19775510
79.82,1003.7,13.45,53.72,37.63,13.1719,0.19,19780517
79.9,1003.7,13.46,53.71,37.6,13.1797,0.19,19785512
80.07,1003.68,13.47,53.68,37.67,13.1875,0.18,19790514
80.15,1003.67,13.47,53.68,37.77,13.1953,0.18,19795519
80.32,1003.65,13.48,53.65,37.63,13.2031,0.18,19800516
80.4,1003.64,13.49,53.66,37.6,13.2187,0.19,19805517
80.32,1003.63,13.5,53.64,37.5,13.2266,0.19,19810525
80.32,1003.64,13.51,53.63,37.63,13.2344,0.19,19815520
80.32,1003.64,13.52,53.6,37.7,13.25,0.19,19820521
80.24,1003.64,13.53,53.58,37.7,13.25,0.19,19825522
80.4,1003.63,13.54,53.58,37.47,13.2656,0.19,19830523
80.49,1003.62,13.55,53.54,37.7,13.2734,0.18,19835525
80.49,1003.62,13.56,53.54,37.73,13.2812,0.18,19840536
80.49,1003.62,13.57,53.53,37.56,13.2891,0.18,19845527
80.4,1003.62,13.58,53.52,37.7,13.3047,0.18,19850528
80.4,1003.63,13.59,53.5,37.56,13.3125,0.18,19855529
80.32,1003.63,13.6,53.47,37.67,13.3203,0.17,19860531
80.32,1003.64,13.61,53.45,37.6,13.3359,0.17,19865532
80.32,1003.63,13.62,53.43,37.43,13.3359,0.17,19870539
80.66,1003.61,13.63,53.42,37.63,13.3437,0.17,19875534
80.74,1003.6,13.64,53.4,37.8,13.3594,0.17,19880536
80.66,1003.6,13.65,53.39,37.6,13.375,0.17,19885551
80.66,1003.6,13.66,53.37,37.7,13.3828,0.17,19890538
80.57,1003.6,13.67,53.36,37.56,13.3906,0.17,19895539
80.82,1003.59,13.68,53.33,37.56,13.3984,0.18,19900547
80.91,1003.57,13.69,53.32,37.63,13.4141,0.18,19905542
80.99,1003.56,13.7,53.3,37.7,13.4219,0.18,19910543
80.66,1003.58,13.71,53.28,37.6,13.4297,0.18,19915544
80.74,1003.59,13.72,53.26,37.53,13.4375,0.18,19920545
80.82,1003.58,13.73,53.25,37.6,13.4375,0.17,19925547
80.82,1003.58,13.74,53.24,37.8,13.4531,0.17,19930558
80.91,1003.57,13.75,53.2,37.8,13.4609,0.17,19935549
80.99,1003.55,13.76,53.2,37.56,13.4687,0.17,19940550
81.16,1003.55,13.77,53.17,37.63,13.4766,0.18,19945551
81.24,1003.53,13.78,53.16,37.63,13.4844,0.18,19950553
81.16,1003.54,13.79,53.14,37.67,13.4922,0.19,19955554
81.08,1003.54,13.79,53.12,37.56,13.5,0.18,19960561
81.08,1003.55,13.8,53.1,37.6,13.5156,0.17,19965556
81.08,1003.55,13.81,53.09,37.56,13.5156,0.17,19970557
81.08,1003.55,13.82,53.07,37.6,13.5234,0.17,19975563
81.16,1003.54,13.83,53.06,37.63,13.5312,0.17,19980560
81.08,1003.54,13.84,53.05,37.6,13.5391,0.17,19985561
81.08,1003.55,13.85,53.03,37.6,13.5391,0.18,19990568
81.16,1003.53,13.85,53,37.67,13.5547,0.19,19995564
81.16,1003.53,13.86,52.99,37.67,13.5625,0.17,20000565
81.24,1003.53,13.87,52.98,37.67,13.5703,0.17,20005566
81.33,1003.51,13.88,52.96,37.63,13.5781,0.17,20010567
81.41,1003.51,13.89,52.95,37.63,13.5859,0.17,20015568
81.33,1003.5,13.89,52.93,37.63,13.5937,0.17,20020580
81.33,1003.51,13.9,52.92,37.53,13.6016,0.19,20025571
81.33,1003.51,13.91,52.91,37.56,13.6094,0.17,20030572
81.33,1003.51,13.92,52.9,37.7,13.6172,0.17,20035573
81.33,1003.51,13.93,52.87,37.63,13.625,0.16,20040574
81.41,1003.51,13.94,52.86,37.56,13.6328,0.17,20045576
81.5,1003.49,13.94,52.85,37.9,13.6328,0.18,20050583
81.66,1003.48,13.95,52.82,37.73,13.6406,0.17,20055578
81.75,1003.47,13.96,52.81,37.77,13.6484,0.17,20060579
81.83,1003.46,13.97,52.8,37.5,13.6562,0.17,20065585
81.83,1003.45,13.97,52.77,37.56,13.6641,0.17,20070582
81.83,1003.45,13.98,52.78,37.5,13.6719,0.18,20075583
81.83,1003.45,13.99,52.75,37.8,13.6797,0.17,20080590
82,1003.44,13.99,52.74,37.56,13.6797,0.17,20085585
82,1003.43,14,52.73,37.56,13.6953,0.17,20090587
82,1003.43,14.01,52.72,37.67,13.7031,0.17,20095588
81.83,1003.44,14.02,52.7,37.73,13.7031,0.18,20100589
81.91,1003.45,14.02,52.7,37.4,13.7187,0.17,20105590
81.91,1003.44,14.03,52.69,37.73,13.7266,0.17,20110602
81.83,1003.44,14.04,52.69,37.63,13.7344,0.17,20115593
82.33,1003.41,14.05,52.65,37.53,13.7344,0.17,20120594
82.33,1003.4,14.06,52.7,37.77,13.75,0.18,20125595
82.25,1003.4,14.07,52.62,37.6,13.7578,0.17,20130596
82.25,1003.41,14.08,52.61,37.84,13.7656,0.17,20135598
82.17,1003.41,14.09,52.61,37.7,13.7734,0.17,20140605
82.17,1003.42,14.1,52.61,37.7,13.7891,0.16,20145600
82,1003.43,14.1,52.56,37.67,13.7891,0.16,20150601
81.91,1003.44,14.11,52.55,37.67,13.8047,0.17,20155607
81.83,1003.45,14.12,52.55,37.56,13.8047,0.17,20160604
